datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston
2015-01-24,5.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,3.0,4.0,6.0,4.0,6.0,7.0,7.0,3.0,6.0,3.0,3.0,4.0,6.0
2015-01-25,5.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,10.0,5.0,9.0,5.0,7.0,8.0,4.0,3.0,4.0,5.0,4.0,5.0,6.0,3.0,6.0,3.0,3.0,6.0,7.0
2015-01-26,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,7.0,6.0,6.0,6.0,8.0,7.0,5.0,5.0,6.0,5.0,6.0,7.0,8.0,2.0,6.0,5.0,4.0,4.0,8.0
2015-01-27,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,6.0,6.0,7.0,2.0,5.0,4.0,6.0,7.0,15.0
2015-01-28,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,3.0,8.0,6.0,8.0,8.0,3.0,4.0,5.0,4.0,4.0,5.0,6.0,2.0,5.0,3.0,3.0,4.0,11.0
2015-01-29,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,8.0,3.0,8.0,9.0,10.0,9.0,5.0,7.0,4.0,5.0,3.0,7.0,5.0,4.0,4.0,2.0,3.0,5.0,5.0
2015-01-30,3.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,2.0,7.0,8.0,4.0,5.0,7.0,8.0,8.0,5.0,6.0,6.0,8.0,4.0,8.0,4.0,4.0,8.0,5.0,5.0,5.0,6.0
2015-01-31,2.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,7.0,6.0,7.0,4.0,4.0,3.0,5.0,1.0,3.0,4.0,4.0,4.0,6.0,7.0,3.0,6.0,5.0,6.0,5.0,11.0
2015-02-01,5.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,7.0,10.0,6.0,10.0,6.0,5.0,10.0,7.0,3.0,5.0,6.0,4.0,6.0,6.0,2.0,4.0,3.0,3.0,4.0,10.0
2015-02-02,6.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,9.0,10.0,8.0,9.0,5.0,9.0,11.0,5.0,6.0,7.0,9.0,6.0,11.0,7.0,5.0,8.0,6.0,4.0,6.0,13.0
2015-02-03,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,7.0,3.0,6.0,4.0,2.0,5.0,4.0,5.0,5.0,7.0,5.0,4.0,5.0,6.0,6.0,4.0,12.0
2015-02-04,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,7.0,7.0,8.0,7.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,6.0
2015-02-05,9.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,8.0,3.0,5.0,7.0,8.0,6.0,5.0,5.0,6.0,4.0,5.0,8.0,8.0,3.0,5.0,5.0,5.0,4.0,9.0
2015-02-06,7.0,4.0,11.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,6.0,5.0,5.0,6.0,2.0,3.0,5.0,6.0,5.0,6.0,7.0,3.0,6.0,4.0,4.0,3.0,9.0
2015-02-07,6.0,5.0,11.0,5.0,1.0,2.0,3.0,1.0,2.0,4.0,5.0,9.0,5.0,6.0,4.0,7.0,5.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,3.0,5.0,2.0,2.0,4.0,7.0
2015-02-08,5.0,3.0,9.0,5.0,1.0,2.0,3.0,1.0,2.0,4.0,5.0,9.0,5.0,6.0,4.0,8.0,6.0,5.0,6.0,4.0,4.0,2.0,8.0,5.0,3.0,7.0,1.0,1.0,5.0,6.0
2015-02-09,4.0,4.0,9.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,6.0,6.0,4.0,4.0,4.0,6.0,2.0,7.0,3.0,2.0,6.0,3.0,3.0,5.0,9.0
2015-02-10,2.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,6.0,4.0,4.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,7.0,8.0,2.0,3.0,3.0,3.0,3.0,9.0
2015-02-11,4.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,5.0,6.0,3.0,7.0,8.0,8.0,8.0,2.0,5.0,2.0,5.0,4.0,5.0,6.0,2.0,4.0,3.0,3.0,5.0,9.0
2015-02-12,2.0,1.0,2.0,1.0,1.0,6.0,2.0,4.0,3.0,2.0,8.0,7.0,5.0,7.0,8.0,10.0,11.0,5.0,6.0,7.0,8.0,5.0,10.0,3.0,4.0,7.0,4.0,4.0,5.0,4.0
2015-02-13,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,3.0,3.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,5.0,8.0,5.0,4.0,6.0,5.0,4.0,5.0,8.0
2015-02-14,6.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,8.0,9.0,9.0,12.0,6.0,8.0,6.0,10.0,5.0,11.0,5.0,5.0,7.0,3.0,2.0,4.0,7.0
2015-02-15,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,6.0,8.0,5.0,6.0,4.0,7.0,9.0,5.0,6.0,7.0,9.0,5.0,12.0,4.0,5.0,9.0,7.0,7.0,7.0,12.0
2015-02-16,3.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,8.0,10.0,7.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,6.0,3.0,6.0,5.0,7.0,6.0,12.0
2015-02-17,3.0,4.0,2.0,3.0,1.0,2.0,1.0,3.0,5.0,4.0,6.0,6.0,6.0,3.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,7.0,2.0,3.0,1.0,2.0,3.0,7.0
2015-02-18,3.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,6.0,7.0,9.0,7.0,5.0,6.0,7.0,5.0,6.0,9.0,8.0,4.0,4.0,2.0,1.0,2.0,3.0
2015-02-19,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,6.0,7.0,4.0,4.0,5.0,7.0,6.0,4.0,5.0,6.0,5.0,6.0,8.0,9.0,4.0,7.0,4.0,5.0,6.0,8.0
2015-02-20,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,7.0,10.0,7.0,5.0,5.0,7.0,8.0,3.0,4.0,4.0,5.0,4.0,5.0,7.0,4.0,6.0,4.0,4.0,8.0,9.0
2015-02-21,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,6.0,4.0,7.0,11.0,8.0,4.0,6.0,6.0,7.0,8.0,4.0,5.0,6.0,3.0,4.0,8.0,3.0,5.0,4.0,3.0,5.0,7.0
2015-02-22,4.0,3.0,7.0,3.0,1.0,3.0,1.0,3.0,6.0,3.0,7.0,8.0,5.0,6.0,6.0,7.0,6.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,8.0
